IDKSIP,year,date,hour,district,district_commune,road_category,road_number,type_of_road,road_geometry,area,Longitude,Latitude,char_place_of_the_event,weather_conditions,lighting,type_of_accident,num_of_accidents,num_of_fatalities,num_of_injured,type_of_injury,is_offender_intoxicated,,,,,,,,,,
EWK-105146723N,2016,2016-12-05,6,POWIAT RADOMSKI,WIERZBICA - OBSZAR WIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.1718055555556,51.2253333333333,Jezdnia,Dobre warunki atmosferyczne,"Świt, zmrok",Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-105146723N,2016,2016-12-05,6,POWIAT RADOMSKI,WIERZBICA - OBSZAR WIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.1718055555556,51.2253333333333,Jezdnia,Dobre warunki atmosferyczne,"Świt, zmrok",Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-105293023T,2016,2016-10-23,19,POWIAT SOCHACZEWSKI,TERESIN - OBSZAR WIEJSKI,Droga powiatowa,3848N,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,20.4391944444444,52.2169722222222,Jezdnia,Dobre warunki atmosferyczne,"Świt, zmrok",Najechanie na pieszego,1,1,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-105296893T,2016,2016-12-08,15,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P5312W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,21.1589444444444,51.4058333333333,Jezdnia,Dobre warunki atmosferyczne,"Świt, zmrok",Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-105296893T,2016,2016-12-08,15,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P5312W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,21.1589444444444,51.4058333333333,Jezdnia,Dobre warunki atmosferyczne,"Świt, zmrok",Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-104912865X,2016,2016-10-13,19,POWIAT PRZYSUSKI,PRZYSUCHA - OBSZAR MIEJSKI,Droga gminna,G330632W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,20.6234444444444,51.3590833333333,"Parking, plac, MOP",Dobre warunki atmosferyczne,"Świt, zmrok",Najechanie na pieszego,1,0,2,Lekko,N,,,,,,,,,,
EWK-104912865X,2016,2016-10-13,19,POWIAT PRZYSUSKI,PRZYSUCHA - OBSZAR MIEJSKI,Droga gminna,G330632W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,20.6234444444444,51.3590833333333,"Parking, plac, MOP",Dobre warunki atmosferyczne,"Świt, zmrok",Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-104682921H,2016,2016-07-30,21,POWIAT PŁOCKI,SŁUBICE - OBSZAR WIEJSKI,Droga wojewódzka,575,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,19.8404722222222,52.4085555555556,Pobocze,Dobre warunki atmosferyczne,"Świt, zmrok",Najechanie na pieszego,1,0,1,Ciężko,N,,,,,,,,,,
EWK-104682921H,2016,2016-07-30,21,POWIAT PŁOCKI,SŁUBICE - OBSZAR WIEJSKI,Droga wojewódzka,575,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,19.8404722222222,52.4085555555556,Pobocze,Dobre warunki atmosferyczne,"Świt, zmrok",Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-104684478F,2016,2016-07-31,4,POWIAT RADOMSKI,JEDLIŃSK - OBSZAR WIEJSKI,Droga krajowa,7,Dwie jezdnie jednokierunkowe,Odcinek prosty,Obszar niezabudowany,21.1269444444444,51.4810833333333,Przejście dla pieszych,Dobre warunki atmosferyczne,"Świt, zmrok",Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-104684478F,2016,2016-07-31,4,POWIAT RADOMSKI,JEDLIŃSK - OBSZAR WIEJSKI,Droga krajowa,7,Dwie jezdnie jednokierunkowe,Odcinek prosty,Obszar niezabudowany,21.1269444444444,51.4810833333333,Przejście dla pieszych,Dobre warunki atmosferyczne,"Świt, zmrok",Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-104833329L,2016,2016-09-11,19,POWIAT PŁOCK,PŁOCK - OBSZAR MIEJSKI,Droga krajowa,60,Dwie jezdnie jednokierunkowe,Odcinek prosty,Obszar niezabudowany,19.7066111111111,52.5464722222222,Przejście dla pieszych,Dobre warunki atmosferyczne,"Świt, zmrok",Najechanie na pieszego,1,0,1,Ciężko,T,,,,,,,,,,
EWK-104833329L,2016,2016-09-11,19,POWIAT PŁOCK,PŁOCK - OBSZAR MIEJSKI,Droga krajowa,60,Dwie jezdnie jednokierunkowe,Odcinek prosty,Obszar niezabudowany,19.7066111111111,52.5464722222222,Przejście dla pieszych,Dobre warunki atmosferyczne,"Świt, zmrok",Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),T,,,,,,,,,,
EWK-104912235W,2016,2016-10-13,18,POWIAT PRZASNYSKI,PRZASNYSZ - OBSZAR MIEJSKI,Droga wojewódzka,544,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,20.9129444444444,53.0197777777778,Przejście dla pieszych,Dobre warunki atmosferyczne,"Świt, zmrok",Najechanie na pieszego,1,0,3,Ciężko,N,,,,,,,,,,
EWK-104912235W,2016,2016-10-13,18,POWIAT PRZASNYSKI,PRZASNYSZ - OBSZAR MIEJSKI,Droga wojewódzka,544,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,20.9129444444444,53.0197777777778,Przejście dla pieszych,Dobre warunki atmosferyczne,"Świt, zmrok",Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-104912776P,2016,2016-10-14,7,POWIAT OSTROŁĘKA,OSTROŁĘKA - OBSZAR MIEJSKI,Droga powiatowa,P5102W,Dwie jezdnie jednokierunkowe,Odcinek prosty,Obszar zabudowany,21.5866666666667,53.0798888888889,Przejście dla pieszych,Dobre warunki atmosferyczne,"Świt, zmrok",Najechanie na pieszego,1,0,1,Ciężko,N,,,,,,,,,,
EWK-104912776P,2016,2016-10-14,7,POWIAT OSTROŁĘKA,OSTROŁĘKA - OBSZAR MIEJSKI,Droga powiatowa,P5102W,Dwie jezdnie jednokierunkowe,Odcinek prosty,Obszar zabudowany,21.5866666666667,53.0798888888889,Przejście dla pieszych,Dobre warunki atmosferyczne,"Świt, zmrok",Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-104917601T,2016,2016-10-14,6,POWIAT PŁOCK,PŁOCK - OBSZAR MIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,19.6722222222222,52.6089444444444,Przejście dla pieszych,Dobre warunki atmosferyczne,"Świt, zmrok",Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-104917601T,2016,2016-10-14,6,POWIAT PŁOCK,PŁOCK - OBSZAR MIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,19.6722222222222,52.6089444444444,Przejście dla pieszych,Dobre warunki atmosferyczne,"Świt, zmrok",Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-105126902N,2016,2016-11-23,16,POWIAT OSTROWSKI,OSTRÓW MAZOWIECKA - OBSZAR MIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,21.8986111111111,52.8050555555556,Przejście dla pieszych,Dobre warunki atmosferyczne,"Świt, zmrok",Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-105126902N,2016,2016-11-23,16,POWIAT OSTROWSKI,OSTRÓW MAZOWIECKA - OBSZAR MIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,21.8986111111111,52.8050555555556,Przejście dla pieszych,Dobre warunki atmosferyczne,"Świt, zmrok",Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-105157935K,2016,2016-12-09,6,POWIAT PRZASNYSKI,PRZASNYSZ - OBSZAR MIEJSKI,Droga wojewódzka,544,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,20.8926388888889,53.0205833333333,Przejście dla pieszych,Dobre warunki atmosferyczne,"Świt, zmrok",Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-105157935K,2016,2016-12-09,6,POWIAT PRZASNYSKI,PRZASNYSZ - OBSZAR MIEJSKI,Droga wojewódzka,544,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,20.8926388888889,53.0205833333333,Przejście dla pieszych,Dobre warunki atmosferyczne,"Świt, zmrok",Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-105171822P,2016,2016-12-13,16,POWIAT PRZASNYSKI,PRZASNYSZ - OBSZAR WIEJSKI,Droga powiatowa,3238W,Jednojezdniowa dwukierunkowa,"Zakręt, łuk",Obszar zabudowany,20.9413333333333,52.9827222222222,Przejście dla pieszych,Dobre warunki atmosferyczne,"Świt, zmrok",Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-105171822P,2016,2016-12-13,16,POWIAT PRZASNYSKI,PRZASNYSZ - OBSZAR WIEJSKI,Droga powiatowa,3238W,Jednojezdniowa dwukierunkowa,"Zakręt, łuk",Obszar zabudowany,20.9413333333333,52.9827222222222,Przejście dla pieszych,Dobre warunki atmosferyczne,"Świt, zmrok",Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-104769406A,2016,2016-08-19,22,POWIAT ŻUROMIŃSKI,ŻUROMIN - OBSZAR MIEJSKI,Droga powiatowa,P4627W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,19.9431388888889,53.047,Jezdnia,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Najechanie na pojazd unieruchomiony,1,0,1,Lekko,N,,,,,,,,,,
EWK-104769406A,2016,2016-08-19,22,POWIAT ŻUROMIŃSKI,ŻUROMIN - OBSZAR MIEJSKI,Droga powiatowa,P4627W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,19.9431388888889,53.047,Jezdnia,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Najechanie na pojazd unieruchomiony,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-103853649L,2016,2016-02-08,14,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga gminna,G530298W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.1761944444444,51.4045277777778,Przystanek komunikacji publicznej,Dobre warunki atmosferyczne,Światło dzienne,Zdarzenie z pasażerem,1,0,1,Lekko,N,,,,,,,,,,
EWK-103853649L,2016,2016-02-08,14,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga gminna,G530298W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.1761944444444,51.4045277777778,Przystanek komunikacji publicznej,Dobre warunki atmosferyczne,Światło dzienne,Zdarzenie z pasażerem,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-104630677U,2016,2016-07-17,11,POWIAT LIPSKI,CIEPIELÓW - OBSZAR WIEJSKI,Droga powiatowa,P,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,21.4123333333333,51.1988333333333,Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów boczne,1,0,1,Ciężko,N,,,,,,,,,,
EWK-104630677U,2016,2016-07-17,11,POWIAT LIPSKI,CIEPIELÓW - OBSZAR WIEJSKI,Droga powiatowa,P,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,21.4123333333333,51.1988333333333,Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów boczne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-104845097F,2016,2016-09-09,17,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga gminna,G530154W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,21.1361111111111,51.3649444444445,Przejazd dla rowerzystów,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów boczne,1,0,1,Ciężko,N,,,,,,,,,,
EWK-104845097F,2016,2016-09-09,17,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga gminna,G530154W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,21.1361111111111,51.3649444444445,Przejazd dla rowerzystów,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów boczne,1,0,1,Lekko,N,,,,,,,,,,
EWK-104845097F,2016,2016-09-09,17,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga gminna,G530154W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,21.1361111111111,51.3649444444445,Przejazd dla rowerzystów,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów boczne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-103825230Q,2016,2016-01-28,15,POWIAT WYSZKOWSKI,BRAŃSZCZYK - OBSZAR WIEJSKI,Droga krajowa,8,Jednojezdniowa dwukierunkowa,,Obszar niezabudowany,21.59825,52.68825,Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów tylne,1,0,2,Lekko,N,,,,,,,,,,
EWK-103825230Q,2016,2016-01-28,15,POWIAT WYSZKOWSKI,BRAŃSZCZYK - OBSZAR WIEJSKI,Droga krajowa,8,Jednojezdniowa dwukierunkowa,,Obszar niezabudowany,21.59825,52.68825,Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów tylne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-103808609H,2016,2016-01-27,15,POWIAT ŻYRARDOWSKI,ŻYRARDÓW - OBSZAR MIEJSKI,Droga wojewódzka,719,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,20.4492222222222,52.04975,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów tylne,1,0,1,Lekko,N,,,,,,,,,,
EWK-103808609H,2016,2016-01-27,15,POWIAT ŻYRARDOWSKI,ŻYRARDÓW - OBSZAR MIEJSKI,Droga wojewódzka,719,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,20.4492222222222,52.04975,Przejście dla pieszych,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów tylne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-104929993K,2016,2016-10-23,0,POWIAT MŁAWSKI,WIŚNIEWO - OBSZAR WIEJSKI,Droga gminna,G231031W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,20.2493888888889,53.0155833333333,Jezdnia,"Mgła, dym",Noc - droga nieoświetlona,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-104929993K,2016,2016-10-23,0,POWIAT MŁAWSKI,WIŚNIEWO - OBSZAR WIEJSKI,Droga gminna,G231031W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,20.2493888888889,53.0155833333333,Jezdnia,"Mgła, dym",Noc - droga nieoświetlona,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-105130114U,2016,2016-11-25,19,POWIAT ŻYRARDOWSKI,ŻYRARDÓW - OBSZAR MIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,20.44475,52.0591666666667,Przejście dla pieszych,"Mgła, dym",Noc - droga oświetlona,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-105130114U,2016,2016-11-25,19,POWIAT ŻYRARDOWSKI,ŻYRARDÓW - OBSZAR MIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,20.44475,52.0591666666667,Przejście dla pieszych,"Mgła, dym",Noc - droga oświetlona,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-104982966P,2016,2016-10-23,6,POWIAT GARWOLIŃSKI,WILGA - OBSZAR WIEJSKI,Droga wojewódzka,801,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,21.3543055555556,51.8711666666667,Jezdnia,"Mgła, dym","Świt, zmrok",Najechanie na pieszego,1,0,1,Lekko,T,,,,,,,,,,
EWK-104982966P,2016,2016-10-23,6,POWIAT GARWOLIŃSKI,WILGA - OBSZAR WIEJSKI,Droga wojewódzka,801,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,21.3543055555556,51.8711666666667,Jezdnia,"Mgła, dym","Świt, zmrok",Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),T,,,,,,,,,,
EWK-105163494D,2016,2016-12-10,16,POWIAT PŁOŃSKI,PŁOŃSK - OBSZAR MIEJSKI,Droga powiatowa,P3075W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,20.3731388888889,52.6302222222222,Przejście dla pieszych,Opady deszczu,"Świt, zmrok",Inne,1,0,1,Ciężko,N,,,,,,,,,,
EWK-105163494D,2016,2016-12-10,16,POWIAT PŁOŃSKI,PŁOŃSK - OBSZAR MIEJSKI,Droga powiatowa,P3075W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,20.3731388888889,52.6302222222222,Przejście dla pieszych,Opady deszczu,"Świt, zmrok",Inne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-103879300K,2016,2016-02-13,17,POWIAT CIECHANOWSKI,GOŁYMIN-OŚRODEK - OBSZAR WIEJSKI,Droga krajowa,60,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,20.7560277777778,52.8483333333333,Jezdnia,Opady deszczu,Noc - droga nieoświetlona,Najechanie na pieszego,1,1,0,Nieokreślone (puste pole),T,,,,,,,,,,
EWK-103911110W,2016,2016-02-20,23,POWIAT KOZIENICKI,KOZIENICE - OBSZAR WIEJSKI,Droga krajowa,79,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,21.479,51.6243611111111,Jezdnia,Opady deszczu,Noc - droga nieoświetlona,Najechanie na pieszego,1,1,0,Nieokreślone (puste pole),T,,,,,,,,,,
EWK-104025673P,2016,2016-03-11,18,POWIAT PŁOCKI,MAŁA WIEŚ - OBSZAR WIEJSKI,Droga krajowa,62,Jednojezdniowa dwukierunkowa,,Obszar niezabudowany,20.0694444444444,52.4274166666667,Jezdnia,Opady deszczu,Noc - droga nieoświetlona,Najechanie na pieszego,1,0,1,Ciężko,N,,,,,,,,,,
EWK-104025673P,2016,2016-03-11,18,POWIAT PŁOCKI,MAŁA WIEŚ - OBSZAR WIEJSKI,Droga krajowa,62,Jednojezdniowa dwukierunkowa,,Obszar niezabudowany,20.0694444444444,52.4274166666667,Jezdnia,Opady deszczu,Noc - droga nieoświetlona,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-104122259Y,2016,2016-03-31,20,POWIAT GARWOLIŃSKI,TROJANÓW - OBSZAR WIEJSKI,Droga powiatowa,31346W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.7491944444444,51.7610833333333,Jezdnia,Opady deszczu,Noc - droga nieoświetlona,Najechanie na pieszego,1,0,1,Ciężko,N,,,,,,,,,,
EWK-104122259Y,2016,2016-03-31,20,POWIAT GARWOLIŃSKI,TROJANÓW - OBSZAR WIEJSKI,Droga powiatowa,31346W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.7491944444444,51.7610833333333,Jezdnia,Opady deszczu,Noc - droga nieoświetlona,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-104725593C,2016,2016-08-09,20,POWIAT SZYDŁOWIECKI,SZYDŁOWIEC - OBSZAR WIEJSKI,Droga krajowa,7,Jednojezdniowa dwukierunkowa,Wzniesienie,Obszar niezabudowany,20.8592777777778,51.17475,Jezdnia,Opady deszczu,Noc - droga nieoświetlona,Najechanie na pieszego,1,1,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-104808553Y,2016,2016-09-04,21,POWIAT GRÓJECKI,BELSK DUŻY - OBSZAR WIEJSKI,Droga wojewódzka,728,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,20.7745,51.7813888888889,Jezdnia,Opady deszczu,Noc - droga nieoświetlona,Najechanie na pieszego,1,1,0,Nieokreślone (puste pole),T,,,,,,,,,,
EWK-104886056D,2016,2016-09-04,22,POWIAT GARWOLIŃSKI,WILGA - OBSZAR WIEJSKI,Droga powiatowa,31304W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,21.3386666666667,51.8541666666667,Jezdnia,Opady deszczu,Noc - droga nieoświetlona,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-104886056D,2016,2016-09-04,22,POWIAT GARWOLIŃSKI,WILGA - OBSZAR WIEJSKI,Droga powiatowa,31304W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,21.3386666666667,51.8541666666667,Jezdnia,Opady deszczu,Noc - droga nieoświetlona,Najechanie na pieszego,1,1,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-104895667F,2016,2016-10-05,20,POWIAT OSTROWSKI,OSTRÓW MAZOWIECKA - OBSZAR MIEJSKI,Droga wojewódzka,627,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.9217222222222,52.7878888888889,Jezdnia,Opady deszczu,Noc - droga nieoświetlona,Najechanie na pieszego,1,0,1,Lekko,T,,,,,,,,,,
EWK-104895667F,2016,2016-10-05,20,POWIAT OSTROWSKI,OSTRÓW MAZOWIECKA - OBSZAR MIEJSKI,Droga wojewódzka,627,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.9217222222222,52.7878888888889,Jezdnia,Opady deszczu,Noc - droga nieoświetlona,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),T,,,,,,,,,,
EWK-104905806F,2016,2016-10-10,22,POWIAT KOZIENICKI,KOZIENICE - OBSZAR WIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,21.3958888888889,51.6617222222222,Jezdnia,Opady deszczu,Noc - droga nieoświetlona,Najechanie na pieszego,1,1,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-104907755C,2016,2016-10-08,22,POWIAT GARWOLIŃSKI,BOROWIE - OBSZAR WIEJSKI,Droga krajowa,76,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,21.7420555555556,51.9558611111111,Jezdnia,Opady deszczu,Noc - droga nieoświetlona,Najechanie na pieszego,1,1,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-105143081H,2016,2016-12-01,20,POWIAT PŁOCKI,RADZANOWO - OBSZAR WIEJSKI,Droga wojewódzka,567,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,19.9079722222222,52.607,Jezdnia,Opady deszczu,Noc - droga nieoświetlona,Najechanie na pieszego,1,0,1,Ciężko,T,,,,,,,,,,
EWK-105143081H,2016,2016-12-01,20,POWIAT PŁOCKI,RADZANOWO - OBSZAR WIEJSKI,Droga wojewódzka,567,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,19.9079722222222,52.607,Jezdnia,Opady deszczu,Noc - droga nieoświetlona,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),T,,,,,,,,,,
EWK-105305212D,2016,2016-12-25,21,POWIAT MAKOWSKI,SYPNIEWO - OBSZAR WIEJSKI,Droga wojewódzka,626,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.3043055555556,53.0083333333333,Jezdnia,Opady deszczu,Noc - droga nieoświetlona,Najechanie na pieszego,1,1,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-105308839L,2016,2016-12-23,17,POWIAT GARWOLIŃSKI,GARWOLIN - OBSZAR MIEJSKI,Nieokreślone (puste pole),,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,21.6601666666667,51.8744722222222,Jezdnia,Opady deszczu,Noc - droga nieoświetlona,Najechanie na pieszego,1,1,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-103821023C,2016,2016-01-31,6,POWIAT RADOMSKI,PIONKI - OBSZAR MIEJSKI,Droga powiatowa,P3523W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.4485833333333,51.4749444444445,Przejście dla pieszych,Opady deszczu,Noc - droga nieoświetlona,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-103821023C,2016,2016-01-31,6,POWIAT RADOMSKI,PIONKI - OBSZAR MIEJSKI,Droga powiatowa,P3523W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.4485833333333,51.4749444444445,Przejście dla pieszych,Opady deszczu,Noc - droga nieoświetlona,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-104989728Q,2016,2016-10-28,18,POWIAT SIEDLCE,SIEDLCE - OBSZAR MIEJSKI,Nieokreślone (puste pole),,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,22.2530555555556,52.1563055555556,Przejście dla pieszych,Opady deszczu,Noc - droga nieoświetlona,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-104989728Q,2016,2016-10-28,18,POWIAT SIEDLCE,SIEDLCE - OBSZAR MIEJSKI,Nieokreślone (puste pole),,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,22.2530555555556,52.1563055555556,Przejście dla pieszych,Opady deszczu,Noc - droga nieoświetlona,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-103742911L,2016,2016-01-11,17,POWIAT SIEDLCE,SIEDLCE - OBSZAR MIEJSKI,Droga wojewódzka,W628,Dwie jezdnie jednokierunkowe,Odcinek prosty,Obszar zabudowany,22.2776944444444,52.1653055555556,Jezdnia,Opady deszczu,Noc - droga oświetlona,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-103742911L,2016,2016-01-11,17,POWIAT SIEDLCE,SIEDLCE - OBSZAR MIEJSKI,Droga wojewódzka,W628,Dwie jezdnie jednokierunkowe,Odcinek prosty,Obszar zabudowany,22.2776944444444,52.1653055555556,Jezdnia,Opady deszczu,Noc - droga oświetlona,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
EWK-103948876G,2016,2016-02-29,23,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga krajowa,9,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.2191111111111,51.4059722222222,Jezdnia,Opady deszczu,Noc - droga oświetlona,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,
EWK-103948876G,2016,2016-02-29,23,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga krajowa,9,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,21.2191111111111,51.4059722222222,Jezdnia,Opady deszczu,Noc - droga oświetlona,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,
