IDKSIP,year,date,hour,district,district_commune,road_category,road_number,type_of_road,road_geometry,area,Longitude,Latitude,char_place_of_the_event,weather_conditions,lighting,type_of_accident,num_of_accidents,num_of_fatalities,num_of_injured,type_of_injury,is_offender_intoxicated,,,,,,,,,,,,,,,,,,
EWK-98087442F,2014,2014-01-08,7,POWIAT PŁOCK,PŁOCK - OBSZAR MIEJSKI,Droga wojewódzka,567,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"19,7227777777778","52,6822222222222",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów tylne,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98087442F,2014,2014-01-08,7,POWIAT PŁOCK,PŁOCK - OBSZAR MIEJSKI,Droga wojewódzka,567,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"19,7227777777778","52,6822222222222",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów tylne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98084734H,2014,2014-01-08,17,POWIAT PRZASNYSKI,PRZASNYSZ - OBSZAR MIEJSKI,Droga krajowa,57,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"20,8872222222222","53,0380555555556",Jezdnia,Opady deszczu,"Zmrok, świt",Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98084734H,2014,2014-01-08,17,POWIAT PRZASNYSKI,PRZASNYSZ - OBSZAR MIEJSKI,Droga krajowa,57,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"20,8872222222222","53,0380555555556",Jezdnia,Opady deszczu,"Zmrok, świt",Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98084707E,2014,2014-01-08,14,POWIAT PRZASNYSKI,PRZASNYSZ - OBSZAR WIEJSKI,Droga wojewódzka,544,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"20,9761111111111","53,1002777777778",Jezdnia,Opady deszczu,Światło dzienne,Zderzenie pojazdów boczne,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98084707E,2014,2014-01-08,14,POWIAT PRZASNYSKI,PRZASNYSZ - OBSZAR WIEJSKI,Droga wojewódzka,544,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"20,9761111111111","53,1002777777778",Jezdnia,Opady deszczu,Światło dzienne,Zderzenie pojazdów boczne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98084122T,2014,2014-01-08,10,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P3539W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"21,2769444444444","51,3902777777778",Jezdnia,Pochmurno,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98084122T,2014,2014-01-08,10,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P3539W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"21,2769444444444","51,3902777777778",Jezdnia,Pochmurno,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98088161D,2014,2014-01-08,4,POWIAT GRÓJECKI,NOWE MIASTO NAD PILICĄ - OBSZAR WIEJSKI,Droga wojewódzka,728,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"20,62","51,6291666666667",Jezdnia,Pochmurno,"Zmrok, świt",Wywrócenie się pojazdu,1,0,2,Ciężko,N,,,,,,,,,,,,,,,,,,
EWK-98084841A,2014,2014-01-08,6,POWIAT PUŁTUSKI,PUŁTUSK - OBSZAR WIEJSKI,Droga krajowa,61,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"21,2119444444444","52,7372222222222",Jezdnia,Pochmurno,Noc - droga nieoświetlona,Zderzenie pojazdów tylne,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98084841A,2014,2014-01-08,6,POWIAT PUŁTUSKI,PUŁTUSK - OBSZAR WIEJSKI,Droga krajowa,61,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"21,2119444444444","52,7372222222222",Jezdnia,Pochmurno,Noc - droga nieoświetlona,Zderzenie pojazdów tylne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98115109Y,2014,2014-01-08,10,POWIAT ŻYRARDOWSKI,WISKITKI - OBSZAR WIEJSKI,Droga wojewódzka,719,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"20,5433333333333","52,0697222222222",Jezdnia,Pochmurno,Światło dzienne,Zderzenie pojazdów tylne,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98115109Y,2014,2014-01-08,10,POWIAT ŻYRARDOWSKI,WISKITKI - OBSZAR WIEJSKI,Droga wojewódzka,719,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"20,5433333333333","52,0697222222222",Jezdnia,Pochmurno,Światło dzienne,Zderzenie pojazdów tylne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98086538U,2014,2014-01-09,15,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P3564W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"21,1694444444444","51,49",Przejście dla pieszych,Dobre warunki atmosferyczne,"Zmrok, świt",Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98086538U,2014,2014-01-09,15,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P3564W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"21,1694444444444","51,49",Przejście dla pieszych,Dobre warunki atmosferyczne,"Zmrok, świt",Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98118693H,2014,2014-01-09,23,POWIAT GARWOLIŃSKI,ŻELECHÓW - OBSZAR WIEJSKI,Droga wojewódzka,807,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"21,9472222222222","51,9011111111111",Jezdnia,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Najechanie na pojazd unieruchomiony,1,0,1,Ciężko,N,,,,,,,,,,,,,,,,,,
EWK-98086557F,2014,2014-01-09,11,POWIAT SIERPECKI,MOCHOWO - OBSZAR WIEJSKI,Droga wojewódzka,541,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"19,6719444444444","52,895",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów boczne,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98086557F,2014,2014-01-09,11,POWIAT SIERPECKI,MOCHOWO - OBSZAR WIEJSKI,Droga wojewódzka,541,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"19,6719444444444","52,895",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów boczne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98090191H,2014,2014-01-09,8,POWIAT PŁOŃSKI,NOWE MIASTO - OBSZAR WIEJSKI,Droga powiatowa,P,Jednojezdniowa dwukierunkowa,,Obszar niezabudowany,"20,635","52,7672222222222",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów boczne,1,0,2,Ciężko,N,,,,,,,,,,,,,,,,,,
EWK-98090191H,2014,2014-01-09,8,POWIAT PŁOŃSKI,NOWE MIASTO - OBSZAR WIEJSKI,Droga powiatowa,P,Jednojezdniowa dwukierunkowa,,Obszar niezabudowany,"20,635","52,7672222222222",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów boczne,1,1,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98097834F,2014,2014-01-09,5,POWIAT MŁAWSKI,WIECZFNIA KOŚCIELNA - OBSZAR WIEJSKI,Droga krajowa,7,Jednojezdniowa dwukierunkowa,,Obszar niezabudowany,"20,575","53,2902777777778",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów boczne,1,1,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98086522J,2014,2014-01-09,16,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga krajowa,12,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"21,2669444444444","51,5119444444444",Jezdnia,Dobre warunki atmosferyczne,Noc - droga oświetlona,Zderzenie pojazdów czołowe,1,0,2,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98086513P,2014,2014-01-09,7,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P5312W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"21,2397222222222","51,4583333333333",Jezdnia,Pochmurno,Światło dzienne,Zderzenie pojazdów czołowe,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98086513P,2014,2014-01-09,7,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P5312W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"21,2397222222222","51,4583333333333",Jezdnia,Pochmurno,Światło dzienne,Zderzenie pojazdów czołowe,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98086541E,2014,2014-01-09,16,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P5339W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"21,1791666666667","51,4886111111111",Jezdnia,Pochmurno,"Zmrok, świt",Zderzenie pojazdów tylne,1,0,1,Lekko,T,,,,,,,,,,,,,,,,,,
EWK-98086541E,2014,2014-01-09,16,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P5339W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"21,1791666666667","51,4886111111111",Jezdnia,Pochmurno,"Zmrok, świt",Zderzenie pojazdów tylne,1,0,0,Nieokreślone (puste pole),T,,,,,,,,,,,,,,,,,,
EWK-98087631L,2014,2014-01-10,11,POWIAT OSTROŁĘKA,OSTROŁĘKA - OBSZAR MIEJSKI,Droga powiatowa,P5102W,Dwie jezdnie jednokierunkowe,Odcinek prosty,Obszar zabudowany,"21,6172222222222","53,1991666666667",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98087631L,2014,2014-01-10,11,POWIAT OSTROŁĘKA,OSTROŁĘKA - OBSZAR MIEJSKI,Droga powiatowa,P5102W,Dwie jezdnie jednokierunkowe,Odcinek prosty,Obszar zabudowany,"21,6172222222222","53,1991666666667",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98093050W,2014,2014-01-11,14,POWIAT RADOMSKI,IŁŻA - OBSZAR WIEJSKI,Droga krajowa,9,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"21,27","51,2472222222222",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów boczne,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98093050W,2014,2014-01-11,14,POWIAT RADOMSKI,IŁŻA - OBSZAR WIEJSKI,Droga krajowa,9,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"21,27","51,2472222222222",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Zderzenie pojazdów boczne,1,1,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98112127G,2014,2014-01-11,9,POWIAT GARWOLIŃSKI,GARWOLIN - OBSZAR MIEJSKI,Nieokreślone (puste pole),G,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"21,6627777777778","51,9138888888889",Jezdnia,Pochmurno,Światło dzienne,Zderzenie pojazdów boczne,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98112127G,2014,2014-01-11,9,POWIAT GARWOLIŃSKI,GARWOLIN - OBSZAR MIEJSKI,Nieokreślone (puste pole),G,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"21,6627777777778","51,9138888888889",Jezdnia,Pochmurno,Światło dzienne,Zderzenie pojazdów boczne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98090233P,2014,2014-01-11,9,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P3528W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"21,2697222222222","51,5372222222222",Jezdnia,Pochmurno,Światło dzienne,Zderzenie pojazdów tylne,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98090233P,2014,2014-01-11,9,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P3528W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"21,2697222222222","51,5372222222222",Jezdnia,Pochmurno,Światło dzienne,Zderzenie pojazdów tylne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98086803R,2014,2014-01-12,20,POWIAT SOCHACZEWSKI,SOCHACZEW - OBSZAR WIEJSKI,Droga krajowa,K92S,Jednojezdniowa dwukierunkowa,Wzniesienie,Obszar niezabudowany,"20,2597222222222","52,2972222222222",Jezdnia,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Wywrócenie się pojazdu,1,0,3,Ciężko,N,,,,,,,,,,,,,,,,,,
EWK-98087044X,2014,2014-01-12,17,POWIAT PUŁTUSKI,POKRZYWNICA - OBSZAR WIEJSKI,Droga krajowa,61,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"21,1069444444444","52,6763888888889",Jezdnia,Pochmurno,Noc - droga nieoświetlona,Wywrócenie się pojazdu,1,1,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98090373F,2014,2014-01-12,5,POWIAT RADOMSKI,KOWALA - OBSZAR WIEJSKI,Droga wojewódzka,733,Jednojezdniowa dwukierunkowa,"Zakręt, łuk",Obszar zabudowany,"21,12","51,4177777777778",Jezdnia,Pochmurno,Noc - droga oświetlona,Wywrócenie się pojazdu,1,0,2,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98097302U,2014,2014-01-13,17,POWIAT SIEDLCE,SIEDLCE - OBSZAR MIEJSKI,Droga wojewódzka,W628,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"22,3383333333333","52,1833333333333",Przejście dla pieszych,Dobre warunki atmosferyczne,Noc - droga oświetlona,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98097302U,2014,2014-01-13,17,POWIAT SIEDLCE,SIEDLCE - OBSZAR MIEJSKI,Droga wojewódzka,W628,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"22,3383333333333","52,1833333333333",Przejście dla pieszych,Dobre warunki atmosferyczne,Noc - droga oświetlona,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98090673F,2014,2014-01-13,6,POWIAT GRÓJECKI,BELSK DUŻY - OBSZAR WIEJSKI,Droga wojewódzka,725,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"20,9063888888889","51,9569444444444",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Wywrócenie się pojazdu,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98090673F,2014,2014-01-13,6,POWIAT GRÓJECKI,BELSK DUŻY - OBSZAR WIEJSKI,Droga wojewódzka,725,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"20,9063888888889","51,9569444444444",Jezdnia,Dobre warunki atmosferyczne,Światło dzienne,Wywrócenie się pojazdu,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98090476N,2014,2014-01-13,17,POWIAT WĘGROWSKI,WĘGRÓW - OBSZAR MIEJSKI,Droga wojewódzka,696,Jednojezdniowa dwukierunkowa,Wzniesienie,Obszar niezabudowany,"22,0611111111111","52,4908333333333",Jezdnia,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Zderzenie pojazdów boczne,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98090476N,2014,2014-01-13,17,POWIAT WĘGROWSKI,WĘGRÓW - OBSZAR MIEJSKI,Droga wojewódzka,696,Jednojezdniowa dwukierunkowa,Wzniesienie,Obszar niezabudowany,"22,0611111111111","52,4908333333333",Jezdnia,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Zderzenie pojazdów boczne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98089125C,2014,2014-01-13,2,POWIAT RADOMSKI,JEDLIŃSK - OBSZAR WIEJSKI,Droga krajowa,7,Dwie jezdnie jednokierunkowe,Odcinek prosty,Obszar zabudowany,"21,1413888888889","51,5236111111111",Jezdnia,"Opady śniegu, gradu",Noc - droga nieoświetlona,"Najechanie na słup, znak",1,0,2,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98089125C,2014,2014-01-13,2,POWIAT RADOMSKI,JEDLIŃSK - OBSZAR WIEJSKI,Droga krajowa,7,Dwie jezdnie jednokierunkowe,Odcinek prosty,Obszar zabudowany,"21,1413888888889","51,5236111111111",Jezdnia,"Opady śniegu, gradu",Noc - droga nieoświetlona,"Najechanie na słup, znak",1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98091314H,2014,2014-01-13,13,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P5329W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"21,2169444444444","51,4436111111111",Jezdnia,Oślepiające słońce,Światło dzienne,Najechanie na pieszego,1,0,1,Ciężko,N,,,,,,,,,,,,,,,,,,
EWK-98091314H,2014,2014-01-13,13,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P5329W,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"21,2169444444444","51,4436111111111",Jezdnia,Oślepiające słońce,Światło dzienne,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98095216F,2014,2014-01-13,13,POWIAT MAKOWSKI,MAKÓW MAZOWIECKI - OBSZAR MIEJSKI,Droga krajowa,57,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"21,1730555555556","53,0019444444445",Jezdnia,Oślepiające słońce,Światło dzienne,Najechanie na pieszego,1,1,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98092382U,2014,2014-01-14,18,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P5301W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"21,2780555555556","51,4277777777778",Jezdnia,Opady deszczu,Noc - droga nieoświetlona,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98092382U,2014,2014-01-14,18,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga powiatowa,P5301W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"21,2780555555556","51,4277777777778",Jezdnia,Opady deszczu,Noc - droga nieoświetlona,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98091972K,2014,2014-01-14,17,POWIAT RADOMSKI,IŁŻA - OBSZAR WIEJSKI,Droga powiatowa,P3554W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"21,1986111111111","51,2125",Jezdnia,Opady deszczu,Noc - droga oświetlona,Najechanie na pieszego,1,0,1,Ciężko,N,,,,,,,,,,,,,,,,,,
EWK-98091972K,2014,2014-01-14,17,POWIAT RADOMSKI,IŁŻA - OBSZAR WIEJSKI,Droga powiatowa,P3554W,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"21,1986111111111","51,2125",Jezdnia,Opady deszczu,Noc - droga oświetlona,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98092372P,2014,2014-01-14,17,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga krajowa,12,Dwie jezdnie jednokierunkowe,,Obszar zabudowany,"21,27","51,4655555555556",Jezdnia,Opady deszczu,Noc - droga oświetlona,Najechanie na pieszego,1,0,1,Ciężko,N,,,,,,,,,,,,,,,,,,
EWK-98092372P,2014,2014-01-14,17,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga krajowa,12,Dwie jezdnie jednokierunkowe,,Obszar zabudowany,"21,27","51,4655555555556",Jezdnia,Opady deszczu,Noc - droga oświetlona,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98093533E,2014,2014-01-14,22,POWIAT SIERPECKI,ZAWIDZ - OBSZAR WIEJSKI,Droga wojewódzka,561,Jednojezdniowa dwukierunkowa,,Obszar niezabudowany,"19,9258333333333","52,9377777777778",Jezdnia,"Opady śniegu, gradu",Noc - droga nieoświetlona,Inne,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98094911D,2014,2014-01-14,17,POWIAT WYSZKOWSKI,ZABRODZIE - OBSZAR WIEJSKI,Droga krajowa,8,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"21,4733333333333","52,5955555555556",Pobocze,Pochmurno,Noc - droga nieoświetlona,Najechanie na barierę ochronną,1,0,2,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98094911D,2014,2014-01-14,17,POWIAT WYSZKOWSKI,ZABRODZIE - OBSZAR WIEJSKI,Droga krajowa,8,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"21,4733333333333","52,5955555555556",Pobocze,Pochmurno,Noc - droga nieoświetlona,Najechanie na barierę ochronną,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98093434U,2014,2014-01-15,6,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga krajowa,9,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"21,2788888888889","51,3922222222222",Jezdnia,Opady deszczu,"Zmrok, świt",Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98093434U,2014,2014-01-15,6,POWIAT RADOM,RADOM - OBSZAR MIEJSKI,Droga krajowa,9,Jednojezdniowa dwukierunkowa,,Obszar zabudowany,"21,2788888888889","51,3922222222222",Jezdnia,Opady deszczu,"Zmrok, świt",Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98115110T,2014,2014-01-15,19,POWIAT ŻYRARDOWSKI,WISKITKI - OBSZAR WIEJSKI,Droga krajowa,50a,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"20,5138888888889","52,1577777777778",Jezdnia,"Opady śniegu, gradu",Noc - droga nieoświetlona,Zderzenie pojazdów boczne,1,0,1,Ciężko,N,,,,,,,,,,,,,,,,,,
EWK-98115110T,2014,2014-01-15,19,POWIAT ŻYRARDOWSKI,WISKITKI - OBSZAR WIEJSKI,Droga krajowa,50a,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"20,5138888888889","52,1577777777778",Jezdnia,"Opady śniegu, gradu",Noc - droga nieoświetlona,Zderzenie pojazdów boczne,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98115110T,2014,2014-01-15,19,POWIAT ŻYRARDOWSKI,WISKITKI - OBSZAR WIEJSKI,Droga krajowa,50a,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"20,5138888888889","52,1577777777778",Jezdnia,"Opady śniegu, gradu",Noc - droga nieoświetlona,Zderzenie pojazdów boczne,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98113163H,2014,2014-01-15,8,POWIAT OSTROWSKI,MAŁKINIA GÓRNA - OBSZAR WIEJSKI,Droga gminna,GMINNA,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"22,1247222222222","52,8644444444444",Jezdnia,"Opady śniegu, gradu",Światło dzienne,Zderzenie pojazdów boczne,1,1,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98094316X,2014,2014-01-15,18,POWIAT LIPSKI,CIEPIELÓW - OBSZAR WIEJSKI,Droga krajowa,79,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"21,6288888888889","51,3075",Jezdnia,Pochmurno,Noc - droga nieoświetlona,Zderzenie pojazdów czołowe,1,0,1,Ciężko,N,,,,,,,,,,,,,,,,,,
EWK-98094316X,2014,2014-01-15,18,POWIAT LIPSKI,CIEPIELÓW - OBSZAR WIEJSKI,Droga krajowa,79,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"21,6288888888889","51,3075",Jezdnia,Pochmurno,Noc - droga nieoświetlona,Zderzenie pojazdów czołowe,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98096951Y,2014,2014-01-16,9,POWIAT SIERPECKI,GOZDOWO - OBSZAR WIEJSKI,Droga wojewódzka,560,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar zabudowany,"19,9144444444444","52,7975",Jezdnia,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Inne,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98099299M,2014,2014-01-16,16,POWIAT SZYDŁOWIECKI,SZYDŁOWIEC - OBSZAR MIEJSKI,Droga gminna,G400534W,Jednokierunkowa,,Obszar zabudowany,"20,9527777777778","51,2775",Jezdnia,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Najechanie na pieszego,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
EWK-98099299M,2014,2014-01-16,16,POWIAT SZYDŁOWIECKI,SZYDŁOWIEC - OBSZAR MIEJSKI,Droga gminna,G400534W,Jednokierunkowa,,Obszar zabudowany,"20,9527777777778","51,2775",Jezdnia,Dobre warunki atmosferyczne,Noc - droga nieoświetlona,Najechanie na pieszego,1,0,0,Nieokreślone (puste pole),N,,,,,,,,,,,,,,,,,,
EWK-98096674A,2014,2014-01-16,19,POWIAT PŁOŃSKI,RACIĄŻ - OBSZAR WIEJSKI,Droga krajowa,60,Jednojezdniowa dwukierunkowa,"Zakręt, łuk",Obszar niezabudowany,"20,1008333333333","52,8397222222222",Jezdnia,"Opady śniegu, gradu",Noc - droga nieoświetlona,Najechanie na pieszego,1,1,0,Nieokreślone (puste pole),T,,,,,,,,,,,,,,,,,,
EWK-98099139Q,2014,2014-01-16,17,POWIAT OSTROŁĘCKI,MYSZYNIEC - OBSZAR WIEJSKI,Droga krajowa,53,Jednojezdniowa dwukierunkowa,Odcinek prosty,Obszar niezabudowany,"21,4258333333333","53,5386111111111",Jezdnia,Pochmurno,Noc - droga oświetlona,Zderzenie pojazdów boczne,1,0,1,Lekko,N,,,,,,,,,,,,,,,,,,
